defend	verb	intermediate	
defendant	noun	high-intermediate	
defender	noun	high-intermediate	
defense	noun	intermediate	= defence (British English)
defensible	adj.	high-intermediate	
defensive	adj.	intermediate	
defiance	noun	high-intermediate	
defiant	adj.	high-intermediate	
deficiency	noun	high-intermediate	
deficient	adj.	high-intermediate	
deficit	noun	intermediate	
define	verb	intermediate	
definite	adj.	intermediate	
definitely	adv.	high-intermediate	
definition	noun	intermediate	
definitive	adj.	high-intermediate	
defy	verb	high-intermediate	
degenerate	verb/adj./noun	high-intermediate	
degrade	verb	high-intermediate	
degree	noun	elementary	
delay	noun/verb	elementary	
delegate	noun/verb	intermediate	
delegation	noun	high-intermediate	
delete	verb	intermediate	
deliberate	adj./verb	high-intermediate	
delicate	adj.	intermediate	
delicious	adj.	elementary	
delight	noun/verb	intermediate	
delighted	adj.	intermediate	
delightful	adj.	intermediate	
delinquent	noun/adj.	high-intermediate	
deliver	verb	elementary	
delivery	noun	intermediate	
demand	noun/verb	intermediate	
demanding	adj.	intermediate	
demise	noun	high-intermediate	
democracy	noun	elementary	
democrat	noun	intermediate	
democratic	adj.	elementary	
demonstrate	verb	intermediate	
demonstration	noun	intermediate	
demonstrator	noun	high-intermediate	
denial	noun	high-intermediate	
denote	verb	high-intermediate	
denounce	verb	high-intermediate	
dense	adj.	intermediate	
density	noun	high-intermediate	
dental	adj.	high-intermediate	
dentist	noun	elementary	
deny	verb	elementary	
depart	verb	intermediate	
department	noun	elementary	
departure	noun	intermediate	
depend	verb	elementary	
dependable	adj.	intermediate	
dependent	adj./noun	intermediate	= dependant
depict	verb	high-intermediate	
deplete	verb	high-intermediate	
deploy	verb	high-intermediate	
deployment	noun	high-intermediate	
deport	verb	high-intermediate	
deposit	noun/verb	intermediate	
depress	verb	intermediate	
depressed	adj.	intermediate	
depressing	adj.	intermediate	
depression	noun	intermediate	
deprive	verb	high-intermediate	
depth	noun	intermediate	
deputy	noun	intermediate	
derive	verb	high-intermediate	
descend	verb	high-intermediate	
descendant	noun	high-intermediate	
descent	noun	high-intermediate	
describe	verb	elementary	
description	noun	intermediate	
descriptive	adj.	high-intermediate	
desert	verb	elementary	遺棄
desert	noun	elementary	沙漠
deserve	verb	intermediate	
design	noun/verb	elementary	
designate	verb/adj.	high-intermediate	
designer	noun	intermediate	
desirable	adj.	high-intermediate	
desire	noun/verb	elementary	
desk	noun	elementary	
despair	noun/verb	intermediate	
desperate	adj.	intermediate	
despise	verb	high-intermediate	
despite	prep.	intermediate	
dessert	noun	elementary	
destination	noun	intermediate	
destined	adj.	high-intermediate	
destiny	noun	high-intermediate	
destroy	verb	intermediate	
destruction	noun	intermediate	
destructive	adj.	intermediate	
detach	verb	high-intermediate	
detached	adj.	high-intermediate	
detail	noun/verb	intermediate	
detailed	adj.	intermediate	
detain	verb	high-intermediate	
detect	verb	intermediate	
detection	noun	high-intermediate	
detective	noun/adj.	intermediate	
detention	noun	high-intermediate	
deter	verb	high-intermediate	
detergent	noun/adj	intermediate	
deteriorate	verb	high-intermediate	
deterioration	noun	high-intermediate	
determination	noun	intermediate	
determine	verb	elementary	
determined	adj.	intermediate	
devalue	verb	high-intermediate	
devastate	verb	high-intermediate	
devastating	adj.	high-intermediate	
develop	verb	elementary	
developed	adj.	high-intermediate	
developer	noun	high-intermediate	
developing	adj.	high-intermediate	
development	noun	intermediate	
deviate	verb	high-intermediate	
device	noun	intermediate	
devil	noun	intermediate	
devise	verb	intermediate	
devote	verb	intermediate	
devoted	adj.	intermediate	
devotion	noun	intermediate	
devour	verb	high-intermediate	
dew	noun	high-intermediate	
diabetes	noun	high-intermediate	
diagnose	verb	high-intermediate	
diagnosis	noun	high-intermediate	
diagram	noun	high-intermediate	
dial	verb/noun	elementary	
dialect	noun	intermediate	
dialog	noun	intermediate	= dialogue (British English)
diameter	noun	high-intermediate	
diamond	noun	elementary	
diaper	noun	high-intermediate	
diary	noun	elementary	
dictate	verb	intermediate	
dictation	noun	intermediate	
dictator	noun	high-intermediate	
dictatorship	noun	high-intermediate	
dictionary	noun	elementary	
die	verb	elementary	
diesel	noun	high-intermediate	
diet	noun/verb/adj.	elementary	
differ	verb	intermediate	
difference	noun	elementary	
different	adj.	elementary	
differentiate	verb	high-intermediate	
difficult	adj.	elementary	
difficulty	noun	elementary	
diffuse	verb	high-intermediate	
dig	verb	elementary	
digest	verb/noun	intermediate	(P)
digestion	noun	intermediate	
digit	noun	intermediate	
digital	adj.	intermediate	
dignity	noun	intermediate	
dilemma	noun	high-intermediate	
diligence	noun	high-intermediate	
diligent	adj.	elementary	
dilute	verb/adj.	high-intermediate	
dim	adj./verb	intermediate	
dime	noun	intermediate	
dimension	noun	high-intermediate	
diminish	verb	high-intermediate	
dine	verb	intermediate	
dinner	noun	elementary	
dinosaur	noun	elementary	
dip	verb/noun	intermediate	
diploma	noun	intermediate	
diplomacy	noun	high-intermediate	
diplomat	noun	elementary	
diplomatic	adj.	high-intermediate	
direct	adj./verb	elementary	
direction	noun	elementary	
directive	noun	high-intermediate	
directly	adv.	high-intermediate	
director	noun	elementary	
directory	noun	high-intermediate	
dirt	noun	intermediate	
dirty	adj./verb	elementary	
disability	noun	high-intermediate	
disable	verb	high-intermediate	
disabled	adj.	intermediate	
disadvantage	noun/verb	intermediate	
disadvantaged	adj.	intermediate	
disagree	verb	intermediate	
disagreement	noun	high-intermediate	
disappear	verb	elementary	
disappoint	verb	intermediate	
disappointed	adj.	intermediate	
disappointing	adj.	intermediate	
disappointment	noun	intermediate	
disapproval	noun	intermediate	
disapprove	verb	intermediate	
disaster	noun	intermediate	
disastrous	adj.	high-intermediate	
disbelief	noun	high-intermediate	
discard	verb/noun	intermediate	
discern	verb	high-intermediate	
discharge	verb/noun	high-intermediate	
disciple	noun	high-intermediate	
disciplinary	adj.	high-intermediate	
discipline	noun/verb	intermediate	
disclose	verb	high-intermediate	
disclosure	noun	high-intermediate	
disco	noun	intermediate	= discotheque
discomfort	noun	high-intermediate	
disconnect	verb	intermediate	
discount	noun/verb	intermediate	
discourage	verb	intermediate	
discover	verb	elementary	
discovery	noun	intermediate	
discredit	verb/noun	high-intermediate	
discreet	adj.	high-intermediate	
discrepancy	noun	high-intermediate	
discrete	adj.	high-intermediate	
discretion	noun	high-intermediate	
discriminate	verb	high-intermediate	
discrimination	noun	high-intermediate	
discuss	verb	elementary	
discussion	noun	elementary	
disease	noun	intermediate	
disgrace	noun/verb	high-intermediate	
disgraceful	adj.	high-intermediate	
disguise	noun/verb	intermediate	
disgust	verb/noun	intermediate	
dish	noun	elementary	
dishonest	adj.	elementary	
disintegrate	verb	high-intermediate	
disk	noun	intermediate	= disc
dislike	verb/noun	intermediate	
dismantle	verb	high-intermediate	
dismay	noun/verb	high-intermediate	
dismiss	verb	intermediate	
dismissal	noun	high-intermediate	
disorder	noun/verb	intermediate	
dispatch	verb/noun	high-intermediate	= despatch (British English)
dispensable	adj.	high-intermediate	
dispense	verb	high-intermediate	
disperse	verb	high-intermediate	
displace	verb	high-intermediate	
display	verb/noun	intermediate	
displease	verb	high-intermediate	
disposable	adj./noun	high-intermediate	
disposal	noun	high-intermediate	
dispose	verb	high-intermediate	
disposition	noun	high-intermediate	
dispute	verb/noun	intermediate	
disregard	verb/noun	high-intermediate	
disrupt	verb	high-intermediate	
dissatisfaction	noun	intermediate	
dissent	noun/verb	high-intermediate	
dissident	noun/adj.	high-intermediate	
dissipate	verb	high-intermediate	
dissolve	verb	intermediate	
dissuade	verb	high-intermediate	
distance	noun	elementary	
distant	adj.	intermediate	
distil	verb	high-intermediate	
distinct	adj.	intermediate	
distinction	noun	intermediate	
distinctive	adj.	high-intermediate	
distinguish	verb	intermediate	
distinguished	adj.	intermediate	
distort	verb	high-intermediate	
distract	verb	high-intermediate	
distraction	noun	high-intermediate	
distress	noun/verb	high-intermediate	
distribute	verb	intermediate	
distributed	adj.	high-intermediate	
distribution	noun	intermediate	
distributor	noun	high-intermediate	
district	noun	intermediate	
distrust	verb/noun	intermediate	
disturb	verb	intermediate	
disturbance	noun	intermediate	
disturbed	adj.	high-intermediate	
disturbing	adj.	high-intermediate	
ditch	noun/verb	intermediate	
dive	verb/noun	intermediate	
diverse	adj.	high-intermediate	
diversify	verb	high-intermediate	
diversion	noun	high-intermediate	
diversity	noun	high-intermediate	
divert	verb	high-intermediate	
divide	verb	elementary	
dividend	noun	high-intermediate	
divine	adj.	intermediate	
division	noun	elementary	
divorce	noun/verb	intermediate	
divorced	adj.	high-intermediate	
dizzy	adj.	elementary	
do	verb	elementary	
do	aux.	elementary	
dock	noun/verb	intermediate	
doctor	noun	elementary	= doc.= physician 
doctrine	noun	high-intermediate	
document	noun	elementary	
documentary	noun/adj.	high-intermediate	
dodge	verb/noun	high-intermediate	
dog	noun	elementary	
doll	noun	elementary	
dollar	noun	elementary	= buck
dolphin	noun	elementary	
domain	noun	high-intermediate	
dome	noun	high-intermediate	
domestic	adj.	intermediate	
dominant	adj.	intermediate	
dominate	verb	intermediate	
donate	verb	intermediate	
donation	noun	high-intermediate	
donkey	noun	elementary	
donor	noun/adj.	high-intermediate	
doom	noun/verb	high-intermediate	
doomed	adj.	high-intermediate	
door	noun	elementary	
doorstep	noun	high-intermediate	
doorway	noun	high-intermediate	
dormitory	noun	intermediate	= dorm
dosage	noun	high-intermediate	
dose	noun	intermediate	
dot	noun	elementary	
double	adj./verb/noun	elementary	
Double Tenth Day	noun	elementary	
doubt	noun/verb	elementary	
doubtful	adj.	intermediate	
doubtless	adv.	high-intermediate	
dough	noun	high-intermediate	
doughnut	noun	elementary	= donut
dove	noun	intermediate	
down	adv./prep./noun/adj.	elementary	
download	verb	high-intermediate	
downstairs	adv./adj.	elementary	
downtown	adv./adj./noun	elementary	
downwards	adv.	intermediate	
doze	verb/noun	intermediate	
dozen	noun	elementary	
Dr.	noun	elementary	= Dr (British English)
draft	noun/verb	intermediate	
drag	verb/noun	intermediate	
dragon	noun	elementary	
Dragon-boat Festival	noun	elementary	
dragonfly	noun	intermediate	
drain	verb/noun	intermediate	
drainage	noun	high-intermediate	
drama	noun	elementary	
dramatic	adj.	intermediate	
drape	verb/noun	high-intermediate	
drastic	adj.	high-intermediate	
draught	noun/adj.	high-intermediate	noun= draft
draw	verb	elementary	
drawback	noun	high-intermediate	
drawer	noun	elementary	
drawing	noun	intermediate	
dread	noun/verb	intermediate	
dreadful	adj.	intermediate	
dream	noun/verb	elementary	
dreary	adj.	high-intermediate	
dress	verb/noun	elementary	
dressed	adj.	high-intermediate	
dresser	noun	elementary	
dressing	noun	high-intermediate	
dried	adj.	high-intermediate	
drift	verb/noun	intermediate	
drill	noun/verb	intermediate	
drink	verb/noun	elementary	
drip	verb/noun	intermediate	
drive	verb/noun	elementary	
driver	noun	elementary	
driveway	noun	high-intermediate	= drive (road)
drizzle	noun/verb	high-intermediate	
drop	verb/noun	elementary	
drought	noun	intermediate	
drown	verb	intermediate	
drowsy	adj.	intermediate	
drug	noun	elementary	
drugstore	noun	elementary	
drum	noun	elementary	
drunk	adj./noun	intermediate	
dry	adj./verb	elementary	
dryer	noun	elementary	
dual	adj.	high-intermediate	
dub	verb	high-intermediate	
dubious	adj.	high-intermediate	
duck	noun	elementary	
duckling	noun	intermediate	
due	adj.	intermediate	
dull	adj.	intermediate	
dumb	adj.	elementary	
dump	verb/noun	intermediate	
dumpling	noun	elementary	
duplicate	verb/noun/adj.	high-intermediate	
durable	adj.	intermediate	
duration	noun	intermediate	
during	prep.	elementary	
dusk	noun	intermediate	
dust	noun/verb	intermediate	
dusty	adj.	intermediate	
duty	noun	elementary	
DVD	noun	high-intermediate	= digital video disk/digital versatile disk
dwarf	verb/noun/adj.	high-intermediate	
dwell	verb	high-intermediate	
dwelling	noun	high-intermediate	
dye	noun/verb	intermediate	
dying	adj.	high-intermediate	
dynamic	adj.	intermediate	
dynamite	noun/verb	high-intermediate	
dynasty	noun	intermediate	
each	pron./adj./adv.	elementary	
eager	adj.	intermediate	
eagle	noun	elementary	
ear	noun	elementary	
early	adj./adv.	elementary	
earn	verb	elementary	
earnest	adj./noun	intermediate	
earnings	noun	intermediate	
earphones	noun	high-intermediate	
earring	noun	intermediate	
earth	noun	elementary	
earthquake	noun	intermediate	
ease	verb/noun	intermediate	
easily	adv.	intermediate	
east	noun/adv./adj.	elementary	
Easter	noun	elementary	
eastern	adj.	elementary	
easy	adj.	elementary	
eat	verb	elementary	
ebb	noun/verb	high-intermediate	
eccentric	adj./noun	high-intermediate	
echo	noun/verb	intermediate	
eclipse	noun/verb	high-intermediate	
ecological	adj.	high-intermediate	
ecology	noun	high-intermediate	
economic	adj.	intermediate	
economical	adj.	intermediate	
economics	noun	intermediate	
economist	noun	intermediate	
economy	noun	intermediate	
ecstasy	noun	high-intermediate	
ecstatic	adj.	high-intermediate	
edge	noun	elementary	
edged	adj.	high-intermediate	
edible	adj.	intermediate	
edit	verb	intermediate	
edition	noun	intermediate	
editor	noun	intermediate	= ed.
editorial	adj./noun	intermediate	
educate	verb	intermediate	
educated	adj.	high-intermediate	
education	noun	elementary	
educational	adj.	intermediate	
eel	noun	high-intermediate	
effect	noun/verb	elementary	
effective	adj.	elementary	
efficiency	noun	intermediate	
efficient	adj.	intermediate	
effort	noun	elementary	
egg	noun	elementary	
ego	noun	high-intermediate	
eight	number/pron./noun/adj.	elementary	
eighteen	number/pron./noun/adj.	elementary	
eighty	number/pron./noun/adj.	elementary	
either	adv.	elementary	也(用於否定句尾)
either	pron./adj./conj.	elementary	兩者之中任一(的)
eject	verb	high-intermediate	
elaborate	adj./verb	intermediate	
elapse	verb	high-intermediate	
elastic	adj.	intermediate	
elbow	noun/verb	intermediate	
elder	noun/adj.	elementary	
elderly	adj.	intermediate	
elect	verb	elementary	
election	noun	elementary	
electoral	adj.	high-intermediate	
electorate	noun	high-intermediate	
electric	adj.	elementary	
electrical	adj.	intermediate	
electrician	noun	intermediate	
electricity	noun	intermediate	
electron	noun	high-intermediate	
electronic	adj.	intermediate	
electronics	noun	intermediate	
elegant	adj.	intermediate	
element	noun	elementary	
elementary	adj.	intermediate	
elephant	noun	elementary	
elevate	verb	high-intermediate	
elevated	adj.	high-intermediate	
elevation	noun	high-intermediate	
elevator	noun	intermediate	
eleven	number/pron./noun/adj.	elementary	
elicit	verb	high-intermediate	
eligibility	noun	high-intermediate	
eligible	adj.	high-intermediate	
eliminate	verb	intermediate	
elite	noun/adj.	high-intermediate	
eloquence	noun	high-intermediate	
eloquent	adj.	high-intermediate	
else	adv./adj.	elementary	
elsewhere	adv.	intermediate	
e-mail	noun/verb	elementary	
embargo	noun/verb	high-intermediate	
embark	verb	high-intermediate	
embarrass	verb	elementary	
embarrassment	noun	high-intermediate	
embassy	noun	intermediate	
embed	verb	high-intermediate	
embody	verb	high-intermediate	
embrace	verb/noun	high-intermediate	
embryo	noun/adj.	high-intermediate	
emerge	verb	intermediate	
emergence	noun	high-intermediate	
emergency	noun	intermediate	
emigrant	noun	high-intermediate	
emigrate	verb	high-intermediate	
emigration	noun	high-intermediate	
emission	noun	high-intermediate	
emit	verb	high-intermediate	
emotion	noun	elementary	
emotional	adj.	intermediate	
emperor	noun	intermediate	
emphasis	noun	intermediate	
emphasize	verb	elementary	= emphasise (British English)
emphatic	adj.	high-intermediate	
empire	noun	intermediate	
empirical	adj.	high-intermediate	
employ	verb	elementary	
employee	noun	intermediate	
employer	noun	intermediate	
employment	noun	intermediate	
empty	adj./verb	elementary	
enable	verb	intermediate	
enact	verb	high-intermediate	
enclose	verb	intermediate	
enclosed	adj.	intermediate	
enclosure	noun	high-intermediate	
encounter	verb/noun	intermediate	
encourage	verb	elementary	
encouragement	noun	intermediate	
encouraging	adj.	high-intermediate	
encyclopedia	noun	high-intermediate	
end	noun/verb	elementary	
endanger	verb	intermediate	
endeavor	verb/noun	high-intermediate	= endeavour (British English)
ending	noun	intermediate	
endless	adj.	high-intermediate	
endorse	verb	high-intermediate	
endow	verb	high-intermediate	
endowment	noun	high-intermediate	
endurance	noun	intermediate	
endure	verb	intermediate	
enemy	noun	elementary	
energetic	adj.	intermediate	
energize	verb	high-intermediate	
energy	noun	elementary	
enforce	verb	intermediate	
enforcement	noun	high-intermediate	
engage	verb	intermediate	
engaged	adj.	high-intermediate	
engagement	noun	high-intermediate	
engine	noun	elementary	
engineer	noun	elementary	
engineering	noun	intermediate	
England	noun	elementary	
English	adj./noun	elementary	
Englishman	noun	elementary	
enhance	verb	intermediate	
enjoy	verb	elementary	
enjoyable	adj.	intermediate	
enjoyment	noun	intermediate	
enlarge	verb	intermediate	
enlargement	noun	intermediate	
enlighten	verb	high-intermediate	
enormous	adj.	intermediate	
enough	adv./adj./pron.	elementary	
enrich	verb	high-intermediate	
enroll	verb	intermediate	= enrol (British English)
ensue	verb	high-intermediate	
ensure	verb	intermediate	
entail	verb	high-intermediate	
enter	verb	elementary	
enterprise	noun	intermediate	
entertain	verb	intermediate	
entertainer	noun	intermediate	
entertainment	noun	intermediate	
enthusiasm	noun	intermediate	
enthusiast	noun	high-intermediate	
enthusiastic	adj.	intermediate	
entire	adj.	elementary	
entitle	verb	intermediate	
entity	noun	high-intermediate	
entrance	noun	elementary	
entrepreneur	noun	high-intermediate	
entry	noun	intermediate	
envelope	noun	elementary	
envious	adj.	intermediate	
environment	noun	elementary	
environmental	adj.	intermediate	
environmentalist	noun	high-intermediate	
envisage	verb	high-intermediate	
envoy	noun	high-intermediate	
envy	noun/verb	elementary	
enzyme	noun	high-intermediate	
epic	noun/adj.	high-intermediate	
epidemic	noun/adj.	high-intermediate	
episode	noun	high-intermediate	
epoch	noun	high-intermediate	
EQ	noun	high-intermediate	= emotional quotient/emotional intelligence
equal	adj./verb/noun	elementary	
equality	noun	intermediate	
equate	verb	high-intermediate	
equation	noun	high-intermediate	
equator	noun	high-intermediate	
equilibrium	noun	high-intermediate	
equip	verb	intermediate	
equipment	noun	intermediate	
equity	noun	high-intermediate	
equivalent	adj./noun	intermediate	
era	noun	intermediate	
erase	verb	intermediate	
eraser	noun	elementary	
erect	verb	intermediate	
erode	verb	high-intermediate	
erosion	noun	high-intermediate	
erotic	adj.	high-intermediate	
errand	noun	intermediate	
erroneous	adj.	high-intermediate	
error	noun	elementary	
erupt	verb	high-intermediate	
eruption	noun	high-intermediate	
escalate	verb	high-intermediate	
escalator	noun	intermediate	
escape	verb/noun	intermediate	
escort	noun/verb	high-intermediate	
especially	adv.	elementary	
essay	noun	intermediate	
essence	noun	high-intermediate	
essential	adj.	intermediate	
essentially	adv.	intermediate	
establish	verb	intermediate	
established	adj.	high-intermediate	
establishment	noun	high-intermediate	
estate	noun	intermediate	
esteem	noun/verb	high-intermediate	
estimate	verb/noun	intermediate	
etc.	adv.	intermediate	= et cetera
eternal	adj.	high-intermediate	
eternity	noun	high-intermediate	
ethic	noun	high-intermediate	
ethical	adj.	high-intermediate	
ethics	noun	high-intermediate	
ethnic	adj.	high-intermediate	
Europe	noun	elementary	
European	adj./noun	elementary	
evacuate	verb	high-intermediate	
evacuation	noun	high-intermediate	
evaluate	verb	intermediate	
evaluation	noun	high-intermediate	
evaporate	verb	high-intermediate	
evaporation	noun	high-intermediate	
eve	noun	elementary	
even	adj.	intermediate	平坦的,平等的
even	adv.	elementary	甚至
evening	noun	elementary	
event	noun	elementary	
eventual	adj.	intermediate	
eventually	adv.	intermediate	
ever	adv.	elementary	
evergreen	adj./noun	high-intermediate	
every	adj.	elementary	
everybody	pron.	elementary	
everyday	adj.	intermediate	
everyone	pron.	elementary	= everybody
everything	pron.	elementary	
everywhere	adv.	elementary	
evidence	noun/verb	intermediate	
evident	adj.	intermediate	
evidently	adv.	high-intermediate	
evil	noun/adj.	elementary	
evoke	verb	high-intermediate	
evolution	noun	intermediate	
evolve	verb	intermediate	
exact	adj.	elementary	
exactly	adv.	intermediate	
exaggerate	verb	intermediate	
exaggerated	adj.	high-intermediate	
exaggeration	noun	high-intermediate	
exam	noun	elementary	= examination
examination	noun	intermediate	= exam
examine	verb	elementary	
examinee	noun	high-intermediate	
examiner	noun	intermediate	
example	noun	elementary	
exceed	verb	high-intermediate	
exceedingly	adv.	high-intermediate	
excel	verb	high-intermediate	
excellence	noun	intermediate	
excellent	adj.	elementary	
except	conj./prep.	elementary	
exception	noun	intermediate	
exceptional	adj.	intermediate	
excerpt	noun/verb	high-intermediate	
excess	adj./noun	high-intermediate	
excessive	adj.	high-intermediate	
exchange	noun/verb	intermediate	
excite	verb	elementary	
excited	adj.	elementary	
excitedly	adv.	intermediate	
excitement	noun	intermediate	
exciting	adj.	elementary	
exclaim	verb	intermediate	
exclude	verb	high-intermediate	
exclusion	noun	high-intermediate	
exclusive	adj./noun	high-intermediate	
exclusively	adv.	high-intermediate	
excursion	noun	intermediate	
excuse	noun/verb	elementary	
execute	verb	high-intermediate	
execution	noun	high-intermediate	
executive	noun/adj.	intermediate	
exemplify	verb	high-intermediate	
exempt	adj./verb	high-intermediate	
exercise	noun/verb	elementary	
exert	verb	high-intermediate	
exhaust	verb	intermediate	
exhaust	noun	intermediate	廢氣
exhibit	verb/noun	intermediate	
exhibition	noun	intermediate	
exile	noun/verb	high-intermediate	
exist	verb	elementary	
existence	noun	intermediate	
existing	adj.	high-intermediate	
exit	noun/verb	elementary	
exotic	adj.	high-intermediate	
expand	verb	intermediate	
expansion	noun	intermediate	
expect	verb	elementary	
expectation	noun	intermediate	
expedition	noun	high-intermediate	
expel	verb	high-intermediate	
expend	verb	high-intermediate	
expenditure	noun	high-intermediate	
expense	noun	intermediate	
expensive	adj.	elementary	
experience	noun/verb	elementary	
experienced	adj.	high-intermediate	
experiment	noun/verb	intermediate	
experimental	adj.	intermediate	
expert	noun	elementary	
expertise	noun	high-intermediate	
expiration	noun	high-intermediate	
expire	verb	high-intermediate	
explain	verb	elementary	
explanation	noun	intermediate	
explicit	adj.	high-intermediate	
explode	verb	intermediate	
exploit	verb	intermediate	
exploration	noun	high-intermediate	
explore	verb	intermediate	
explorer	noun	intermediate	
explosion	noun	intermediate	
explosive	adj./noun	intermediate	
export	noun/verb	elementary	
expose	verb	intermediate	
exposition	noun	high-intermediate	
exposure	noun	intermediate	
express	verb/noun/adj.	elementary	
expression	noun	intermediate	
expressive	adj.	high-intermediate	
expulsion	noun	high-intermediate	
exquisite	adj.	high-intermediate	
extend	verb	intermediate	
extension	noun	intermediate	= ext.
extensive	adj.	intermediate	
extent	noun	intermediate	
exterior	noun/adj.	high-intermediate	
external	adj.	high-intermediate	
externals	noun	high-intermediate	
extinct	adj.	intermediate	
extinguish	verb	high-intermediate	
extra	adj.	elementary	
extract	verb/noun	high-intermediate	
extracurricular	adj.	high-intermediate	
extradite	verb	high-intermediate	
extraordinary	adj.	intermediate	
extravagant	adj.	high-intermediate	
extreme	adj./noun	intermediate	
extremely	adv.	intermediate	
extremist	noun/adj.	high-intermediate	
eye	noun	elementary	
eyebrow	noun	intermediate	
eyelash	noun	high-intermediate	= lash
eyelid	noun	high-intermediate	
eyesight	noun	intermediate	
fable	noun	intermediate	
fabric	noun	high-intermediate	
fabricate	verb	high-intermediate	
fabulous	adj.	high-intermediate	
face	noun/verb	elementary	
facet	noun	high-intermediate	
facial	adj.	intermediate	
facilitate	verb	high-intermediate	
facility	noun	intermediate	
fact	noun	elementary	
faction	noun	high-intermediate	
factor	noun	intermediate	
factory	noun	elementary	
faculty	noun	high-intermediate	
fad	noun	high-intermediate	
fade	verb	intermediate	
Fahrenheit	noun	high-intermediate	
fail	verb	elementary	
failure	noun	elementary	
faint	adj./verb/noun	intermediate	
fair	adj.	elementary	公正的,美好的
fair	noun	elementary	商品展覽會
fairly	adv.	intermediate	
fairy	noun/adj.	intermediate	
faith	noun	intermediate	
faithful	adj.	intermediate	
faithfully	adv.	high-intermediate	
fake	adj./noun/verb	intermediate	
fall	noun	elementary	= autumn 秋天
fall	verb	elementary	掉落
false	adj.	elementary	
falter	verb	high-intermediate	
fame	noun	intermediate	
familiar	adj.	intermediate	
familiarity	noun	high-intermediate	
family	noun	elementary	
famine	noun	high-intermediate	
famous	adj.	elementary	
fan	noun	elementary	
fancy	adj.	elementary	
fantastic	adj.	elementary	
fantasy	noun	intermediate	
far	adv./adj.	elementary	
fare	noun	intermediate	
farewell	noun/adj.	intermediate	
farm	noun	elementary	
farmer	noun	elementary	
farming	noun	high-intermediate	
fascinate	verb	intermediate	
fascinated	adj.	intermediate	
fascinating	adj.	intermediate	
fascination	noun	high-intermediate	
Fascism	noun	high-intermediate	
fascist	adj./noun	high-intermediate	
fashion	noun/verb	intermediate	
fashionable	adj.	elementary	
fast	adj./adv.	elementary	
fasten	verb	intermediate	
fat	adj./noun	elementary	
fatal	adj.	intermediate	
fate	noun	intermediate	
father	noun	elementary	
fatigue	noun	high-intermediate	
fatty	adj./noun	high-intermediate	
faucet	noun	elementary	
fault	noun	elementary	
faulty	adj.	intermediate	
favor	verb/noun	elementary	= favour (British English)
favorable	adj.	intermediate	
favorite	adj./noun	elementary	= favourite (British English)
fax	noun/verb	intermediate	noun= facsimile
fear	noun/verb	elementary	
fearful	adj.	high-intermediate	
feasible	adj.	high-intermediate	
feast	noun/verb	intermediate	
feat	noun	high-intermediate	
feather	noun	intermediate	
feature	noun/verb	intermediate	
February	noun	elementary	= Feb. 
federal	adj./noun	intermediate	
federation	noun	high-intermediate	
fee	noun	elementary	
feeble	adj.	high-intermediate	
feed	verb	elementary	
feedback	noun	intermediate	
feeder	adj./noun	high-intermediate	
feel	verb	elementary	
feeling	noun	elementary	
fellow	noun/adj.	elementary	
fellowship	noun	high-intermediate	
female	adj./noun	elementary	
feminine	adj.	high-intermediate	
feminism	noun	high-intermediate	
feminist	noun/adj.	high-intermediate	
fence	noun	elementary	
ferry	noun/verb	intermediate	
fertile	adj.	intermediate	
fertility	noun	high-intermediate	
fertilizer	noun	intermediate	
festival	noun	elementary	
fetch	verb/noun	intermediate	
fever	noun	elementary	
few	pron./adj.	elementary	
fiancé	noun	high-intermediate	未婚夫為fiancé，未婚妻為fiancée
fiber	noun	high-intermediate	= fibre (British English)
fiction	noun	intermediate	
fiddle	noun/verb	high-intermediate	
fidelity	noun	high-intermediate	
field	noun	elementary	
fierce	adj.	intermediate	
fifteen	number/pron./noun/adj.	elementary	
fifty	number/pron./noun/adj.	elementary	
fight	verb/noun	elementary	
fighter	noun	intermediate	
figure	noun/verb	elementary	
file	noun/verb	intermediate	
fill	verb	elementary	
film	noun	elementary	
filter	verb/noun	high-intermediate	
fin	noun	high-intermediate	
final	adj./noun	elementary	
finally	adv.	elementary	
finance	noun/verb	intermediate	
financial	adj.	intermediate	
find	verb	elementary	
finding	noun	high-intermediate	
fine	adj.	elementary	極好的,非常健康的
fine	verb/noun	elementary	罰款
finger	noun	elementary	
finish	verb/noun	elementary	
finished	adj.	intermediate	
finite	adj.	high-intermediate	
fire	noun/verb	elementary	火,燃燒;開除
firecracker	noun	high-intermediate	
firefighter	noun	high-intermediate	= fireman
fireplace	noun	intermediate	
fireproof	adj.	high-intermediate	
firework	noun	intermediate	
firm	noun	elementary	商行
firm	adj.	elementary	堅固的 
first	adj./adv./pron.	elementary	
first-class	adj./adv.	high-intermediate	= first class
fiscal	adj.	high-intermediate	
fish	noun/verb	elementary	
fisherman	noun	elementary	
fishery	noun	high-intermediate	
fishing	noun	intermediate	
fist	noun/verb	intermediate	
fit	noun	intermediate	一陣;(病)發作
fit	verb	elementary	使適合 
fitting	noun/adj.	high-intermediate	
five	number/pron./noun/adj.	elementary	
fix	verb	elementary	
fixed	adj.	high-intermediate	
fixture	noun	high-intermediate	
flag	noun	elementary	
flake	noun/verb	high-intermediate	
flame	noun/verb	intermediate	
flank	noun/verb	high-intermediate	
flap	verb/noun	high-intermediate	
flare	noun/verb	high-intermediate	
